StartDate,EndDate,marktprijs
2024-01-06 17:00:00.0000000 +01:00,2024-01-06 18:00:00.0000000 +01:00,0.10469000000
2024-01-06 18:00:00.0000000 +01:00,2024-01-06 19:00:00.0000000 +01:00,0.10363000000
2024-01-06 19:00:00.0000000 +01:00,2024-01-06 20:00:00.0000000 +01:00,0.09900000000
2024-01-06 20:00:00.0000000 +01:00,2024-01-06 21:00:00.0000000 +01:00,0.09214000000
2024-01-06 21:00:00.0000000 +01:00,2024-01-06 22:00:00.0000000 +01:00,0.08800000000
2024-01-06 22:00:00.0000000 +01:00,2024-01-06 23:00:00.0000000 +01:00,0.08657000000
2024-01-06 23:00:00.0000000 +01:00,2024-01-07 00:00:00.0000000 +01:00,0.07987000000
2024-01-07 00:00:00.0000000 +01:00,2024-01-07 01:00:00.0000000 +01:00,0.08408000000
2024-01-07 01:00:00.0000000 +01:00,2024-01-07 02:00:00.0000000 +01:00,0.07982000000
2024-01-07 02:00:00.0000000 +01:00,2024-01-07 03:00:00.0000000 +01:00,0.07676000000
2024-01-07 03:00:00.0000000 +01:00,2024-01-07 04:00:00.0000000 +01:00,0.07346000000
2024-01-07 04:00:00.0000000 +01:00,2024-01-07 05:00:00.0000000 +01:00,0.07186000000
2024-01-07 05:00:00.0000000 +01:00,2024-01-07 06:00:00.0000000 +01:00,0.07208000000
2024-01-07 06:00:00.0000000 +01:00,2024-01-07 07:00:00.0000000 +01:00,0.07490000000
2024-01-07 07:00:00.0000000 +01:00,2024-01-07 08:00:00.0000000 +01:00,0.07769000000
2024-01-07 08:00:00.0000000 +01:00,2024-01-07 09:00:00.0000000 +01:00,0.08179000000
2024-01-07 09:00:00.0000000 +01:00,2024-01-07 10:00:00.0000000 +01:00,0.08486000000
2024-01-07 10:00:00.0000000 +01:00,2024-01-07 11:00:00.0000000 +01:00,0.08714000000
2024-01-07 11:00:00.0000000 +01:00,2024-01-07 12:00:00.0000000 +01:00,0.08913000000
2024-01-07 12:00:00.0000000 +01:00,2024-01-07 13:00:00.0000000 +01:00,0.08866000000
2024-01-07 13:00:00.0000000 +01:00,2024-01-07 14:00:00.0000000 +01:00,0.08481000000
2024-01-07 14:00:00.0000000 +01:00,2024-01-07 15:00:00.0000000 +01:00,0.08434000000
2024-01-07 15:00:00.0000000 +01:00,2024-01-07 16:00:00.0000000 +01:00,0.08801000000
2024-01-07 16:00:00.0000000 +01:00,2024-01-07 17:00:00.0000000 +01:00,0.09342000000
2024-01-07 17:00:00.0000000 +01:00,2024-01-07 18:00:00.0000000 +01:00,0.10177000000
2024-01-07 18:00:00.0000000 +01:00,2024-01-07 19:00:00.0000000 +01:00,0.10485000000
2024-01-07 19:00:00.0000000 +01:00,2024-01-07 20:00:00.0000000 +01:00,0.10355000000
2024-01-07 20:00:00.0000000 +01:00,2024-01-07 21:00:00.0000000 +01:00,0.10050000000
2024-01-07 21:00:00.0000000 +01:00,2024-01-07 22:00:00.0000000 +01:00,0.09331000000
2024-01-07 22:00:00.0000000 +01:00,2024-01-07 23:00:00.0000000 +01:00,0.09117000000
2024-01-07 23:00:00.0000000 +01:00,2024-01-08 00:00:00.0000000 +01:00,0.08386000000
2024-01-08 00:00:00.0000000 +01:00,2024-01-08 01:00:00.0000000 +01:00,0.08702000000
2024-01-08 01:00:00.0000000 +01:00,2024-01-08 02:00:00.0000000 +01:00,0.08435000000
2024-01-08 02:00:00.0000000 +01:00,2024-01-08 03:00:00.0000000 +01:00,0.08171000000
2024-01-08 03:00:00.0000000 +01:00,2024-01-08 04:00:00.0000000 +01:00,0.07900000000
2024-01-08 04:00:00.0000000 +01:00,2024-01-08 05:00:00.0000000 +01:00,0.07847000000
2024-01-08 05:00:00.0000000 +01:00,2024-01-08 06:00:00.0000000 +01:00,0.08210000000
2024-01-08 06:00:00.0000000 +01:00,2024-01-08 07:00:00.0000000 +01:00,0.09430000000
2024-01-08 07:00:00.0000000 +01:00,2024-01-08 08:00:00.0000000 +01:00,0.11109000000
2024-01-08 08:00:00.0000000 +01:00,2024-01-08 09:00:00.0000000 +01:00,0.12111000000
2024-01-08 09:00:00.0000000 +01:00,2024-01-08 10:00:00.0000000 +01:00,0.11783000000
2024-01-08 10:00:00.0000000 +01:00,2024-01-08 11:00:00.0000000 +01:00,0.11058000000
2024-01-08 11:00:00.0000000 +01:00,2024-01-08 12:00:00.0000000 +01:00,0.10300000000
2024-01-08 12:00:00.0000000 +01:00,2024-01-08 13:00:00.0000000 +01:00,0.08490000000
2024-01-08 13:00:00.0000000 +01:00,2024-01-08 14:00:00.0000000 +01:00,0.08956000000
2024-01-08 14:00:00.0000000 +01:00,2024-01-08 15:00:00.0000000 +01:00,0.10000000000
2024-01-08 15:00:00.0000000 +01:00,2024-01-08 16:00:00.0000000 +01:00,0.10798000000
2024-01-08 16:00:00.0000000 +01:00,2024-01-08 17:00:00.0000000 +01:00,0.11639000000
2024-01-08 17:00:00.0000000 +01:00,2024-01-08 18:00:00.0000000 +01:00,0.12915000000
2024-01-08 18:00:00.0000000 +01:00,2024-01-08 19:00:00.0000000 +01:00,0.12508000000
2024-01-08 19:00:00.0000000 +01:00,2024-01-08 20:00:00.0000000 +01:00,0.11190000000
2024-01-08 20:00:00.0000000 +01:00,2024-01-08 21:00:00.0000000 +01:00,0.10010000000
2024-01-08 21:00:00.0000000 +01:00,2024-01-08 22:00:00.0000000 +01:00,0.09100000000
2024-01-08 22:00:00.0000000 +01:00,2024-01-08 23:00:00.0000000 +01:00,0.09200000000
2024-01-08 23:00:00.0000000 +01:00,2024-01-09 00:00:00.0000000 +01:00,0.09149000000
2024-01-09 00:00:00.0000000 +01:00,2024-01-09 01:00:00.0000000 +01:00,0.08095000000
2024-01-09 01:00:00.0000000 +01:00,2024-01-09 02:00:00.0000000 +01:00,0.07998000000
2024-01-09 02:00:00.0000000 +01:00,2024-01-09 03:00:00.0000000 +01:00,0.08500000000
2024-01-09 03:00:00.0000000 +01:00,2024-01-09 04:00:00.0000000 +01:00,0.08342000000
2024-01-09 04:00:00.0000000 +01:00,2024-01-09 05:00:00.0000000 +01:00,0.08057000000
2024-01-09 05:00:00.0000000 +01:00,2024-01-09 06:00:00.0000000 +01:00,0.08580000000
2024-01-09 06:00:00.0000000 +01:00,2024-01-09 07:00:00.0000000 +01:00,0.08390000000
2024-01-09 07:00:00.0000000 +01:00,2024-01-09 08:00:00.0000000 +01:00,0.09112000000
2024-01-09 08:00:00.0000000 +01:00,2024-01-09 09:00:00.0000000 +01:00,0.12570000000
2024-01-09 09:00:00.0000000 +01:00,2024-01-09 10:00:00.0000000 +01:00,0.11996000000
2024-01-09 10:00:00.0000000 +01:00,2024-01-09 11:00:00.0000000 +01:00,0.09800000000
2024-01-09 11:00:00.0000000 +01:00,2024-01-09 12:00:00.0000000 +01:00,0.09000000000
2024-01-09 12:00:00.0000000 +01:00,2024-01-09 13:00:00.0000000 +01:00,0.07880000000
2024-01-09 13:00:00.0000000 +01:00,2024-01-09 14:00:00.0000000 +01:00,0.07778000000
2024-01-09 14:00:00.0000000 +01:00,2024-01-09 15:00:00.0000000 +01:00,0.08500000000
2024-01-09 15:00:00.0000000 +01:00,2024-01-09 16:00:00.0000000 +01:00,0.09990000000
2024-01-09 16:00:00.0000000 +01:00,2024-01-09 17:00:00.0000000 +01:00,0.11267000000
2024-01-09 17:00:00.0000000 +01:00,2024-01-09 18:00:00.0000000 +01:00,0.13569000000
2024-01-09 18:00:00.0000000 +01:00,2024-01-09 19:00:00.0000000 +01:00,0.12925000000
2024-01-09 19:00:00.0000000 +01:00,2024-01-09 20:00:00.0000000 +01:00,0.12630000000
2024-01-09 20:00:00.0000000 +01:00,2024-01-09 21:00:00.0000000 +01:00,0.10882000000
2024-01-09 21:00:00.0000000 +01:00,2024-01-09 22:00:00.0000000 +01:00,0.09366000000
2024-01-09 22:00:00.0000000 +01:00,2024-01-09 23:00:00.0000000 +01:00,0.08490000000
2024-01-09 23:00:00.0000000 +01:00,2024-01-10 00:00:00.0000000 +01:00,0.08800000000
2024-01-10 00:00:00.0000000 +01:00,2024-01-10 01:00:00.0000000 +01:00,0.07554000000
2024-01-10 01:00:00.0000000 +01:00,2024-01-10 02:00:00.0000000 +01:00,0.08676000000
2024-01-10 02:00:00.0000000 +01:00,2024-01-10 03:00:00.0000000 +01:00,0.08673000000
2024-01-10 03:00:00.0000000 +01:00,2024-01-10 04:00:00.0000000 +01:00,0.08122000000
2024-01-10 04:00:00.0000000 +01:00,2024-01-10 05:00:00.0000000 +01:00,0.08048000000
2024-01-10 05:00:00.0000000 +01:00,2024-01-10 06:00:00.0000000 +01:00,0.07790000000
2024-01-10 06:00:00.0000000 +01:00,2024-01-10 07:00:00.0000000 +01:00,0.07930000000
2024-01-10 07:00:00.0000000 +01:00,2024-01-10 08:00:00.0000000 +01:00,0.09600000000
2024-01-10 08:00:00.0000000 +01:00,2024-01-10 09:00:00.0000000 +01:00,0.13252000000
2024-01-10 09:00:00.0000000 +01:00,2024-01-10 10:00:00.0000000 +01:00,0.13039000000
2024-01-10 10:00:00.0000000 +01:00,2024-01-10 11:00:00.0000000 +01:00,0.11121000000
2024-01-10 11:00:00.0000000 +01:00,2024-01-10 12:00:00.0000000 +01:00,0.10913000000
2024-01-10 12:00:00.0000000 +01:00,2024-01-10 13:00:00.0000000 +01:00,0.08910000000
2024-01-10 13:00:00.0000000 +01:00,2024-01-10 14:00:00.0000000 +01:00,0.08745000000
2024-01-10 14:00:00.0000000 +01:00,2024-01-10 15:00:00.0000000 +01:00,0.08490000000
2024-01-10 15:00:00.0000000 +01:00,2024-01-10 16:00:00.0000000 +01:00,0.10634000000
2024-01-10 16:00:00.0000000 +01:00,2024-01-10 17:00:00.0000000 +01:00,0.12794000000
2024-01-10 17:00:00.0000000 +01:00,2024-01-10 18:00:00.0000000 +01:00,0.14379000000
2024-01-10 18:00:00.0000000 +01:00,2024-01-10 19:00:00.0000000 +01:00,0.14000000000
2024-01-10 19:00:00.0000000 +01:00,2024-01-10 20:00:00.0000000 +01:00,0.13215000000
2024-01-10 20:00:00.0000000 +01:00,2024-01-10 21:00:00.0000000 +01:00,0.12000000000
2024-01-10 21:00:00.0000000 +01:00,2024-01-10 22:00:00.0000000 +01:00,0.09730000000
2024-01-10 22:00:00.0000000 +01:00,2024-01-10 23:00:00.0000000 +01:00,0.09130000000
2024-01-10 23:00:00.0000000 +01:00,2024-01-11 00:00:00.0000000 +01:00,0.08231000000
2024-01-11 00:00:00.0000000 +01:00,2024-01-11 01:00:00.0000000 +01:00,0.09175000000
2024-01-11 01:00:00.0000000 +01:00,2024-01-11 02:00:00.0000000 +01:00,0.08859000000
2024-01-11 02:00:00.0000000 +01:00,2024-01-11 03:00:00.0000000 +01:00,0.08725000000
2024-01-11 03:00:00.0000000 +01:00,2024-01-11 04:00:00.0000000 +01:00,0.08238000000
2024-01-11 04:00:00.0000000 +01:00,2024-01-11 05:00:00.0000000 +01:00,0.08120000000
2024-01-11 05:00:00.0000000 +01:00,2024-01-11 06:00:00.0000000 +01:00,0.07960000000
2024-01-11 06:00:00.0000000 +01:00,2024-01-11 07:00:00.0000000 +01:00,0.09000000000
2024-01-11 07:00:00.0000000 +01:00,2024-01-11 08:00:00.0000000 +01:00,0.11687000000
2024-01-11 08:00:00.0000000 +01:00,2024-01-11 09:00:00.0000000 +01:00,0.14100000000
2024-01-11 09:00:00.0000000 +01:00,2024-01-11 10:00:00.0000000 +01:00,0.12916000000
2024-01-11 10:00:00.0000000 +01:00,2024-01-11 11:00:00.0000000 +01:00,0.11365000000
2024-01-11 11:00:00.0000000 +01:00,2024-01-11 12:00:00.0000000 +01:00,0.10648000000
2024-01-11 12:00:00.0000000 +01:00,2024-01-11 13:00:00.0000000 +01:00,0.09938000000
2024-01-11 13:00:00.0000000 +01:00,2024-01-11 14:00:00.0000000 +01:00,0.09900000000
2024-01-11 14:00:00.0000000 +01:00,2024-01-11 15:00:00.0000000 +01:00,0.10598000000
2024-01-11 15:00:00.0000000 +01:00,2024-01-11 16:00:00.0000000 +01:00,0.11731000000
2024-01-11 16:00:00.0000000 +01:00,2024-01-11 17:00:00.0000000 +01:00,0.13262000000
2024-01-11 17:00:00.0000000 +01:00,2024-01-11 18:00:00.0000000 +01:00,0.14706000000
2024-01-11 18:00:00.0000000 +01:00,2024-01-11 19:00:00.0000000 +01:00,0.13670000000
2024-01-11 19:00:00.0000000 +01:00,2024-01-11 20:00:00.0000000 +01:00,0.13231000000
2024-01-11 20:00:00.0000000 +01:00,2024-01-11 21:00:00.0000000 +01:00,0.11788000000
2024-01-11 21:00:00.0000000 +01:00,2024-01-11 22:00:00.0000000 +01:00,0.10719000000
2024-01-11 22:00:00.0000000 +01:00,2024-01-11 23:00:00.0000000 +01:00,0.10000000000
2024-01-11 23:00:00.0000000 +01:00,2024-01-12 00:00:00.0000000 +01:00,0.08100000000
2024-01-12 00:00:00.0000000 +01:00,2024-01-12 01:00:00.0000000 +01:00,0.08212000000
2024-01-12 01:00:00.0000000 +01:00,2024-01-12 02:00:00.0000000 +01:00,0.08063000000
2024-01-12 02:00:00.0000000 +01:00,2024-01-12 03:00:00.0000000 +01:00,0.08313000000
2024-01-12 03:00:00.0000000 +01:00,2024-01-12 04:00:00.0000000 +01:00,0.07729000000
2024-01-12 04:00:00.0000000 +01:00,2024-01-12 05:00:00.0000000 +01:00,0.07800000000
2024-01-12 05:00:00.0000000 +01:00,2024-01-12 06:00:00.0000000 +01:00,0.07918000000
2024-01-12 06:00:00.0000000 +01:00,2024-01-12 07:00:00.0000000 +01:00,0.08132000000
2024-01-12 07:00:00.0000000 +01:00,2024-01-12 08:00:00.0000000 +01:00,0.11820000000
2024-01-12 08:00:00.0000000 +01:00,2024-01-12 09:00:00.0000000 +01:00,0.14074000000
2024-01-12 09:00:00.0000000 +01:00,2024-01-12 10:00:00.0000000 +01:00,0.13496000000
